172.69.136.175 - - [08/Jan/2025:21:00:14 +0000] "GET /wordpress/wp-admin/setup-config.php HTTP/1.1" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36" "2a06:98c0:3600::103"
85.140.119.236 - - [08/Jan/2025:21:10:24 +0000] "GET /api/product/1 HTTP/1.1" 200 488 "-" "PostmanRuntime/7.43.0" "-"
85.140.119.236 - - [08/Jan/2025:21:10:29 +0000] "GET /api/product HTTP/1.1" 200 1897 "-" "PostmanRuntime/7.43.0" "-"
85.140.119.236 - - [08/Jan/2025:21:10:41 +0000] "GET /api/category/1 HTTP/1.1" 404 141 "-" "PostmanRuntime/7.43.0" "-"
85.140.119.236 - - [08/Jan/2025:21:10:50 +0000] "GET /api/category HTTP/1.1" 404 137 "-" "PostmanRuntime/7.43.0" "-"
85.140.119.236 - - [08/Jan/2025:21:11:01 +0000] "GET /api/files/product/1 HTTP/1.1" 200 242 "-" "PostmanRuntime/7.43.0" "-"
85.140.119.236 - - [08/Jan/2025:21:11:05 +0000] "POST /api/files/addPhoto HTTP/1.1" 200 83 "-" "PostmanRuntime/7.43.0" "-"
85.140.119.236 - - [08/Jan/2025:21:11:09 +0000] "GET /api/category HTTP/1.1" 404 137 "-" "PostmanRuntime/7.43.0" "-"
85.140.119.236 - - [08/Jan/2025:21:11:13 +0000] "GET /api/category/1 HTTP/1.1" 404 141 "-" "PostmanRuntime/7.43.0" "-"
85.140.119.236 - - [08/Jan/2025:21:11:19 +0000] "POST /api/category HTTP/1.1" 404 137 "-" "PostmanRuntime/7.43.0" "-"
85.140.119.236 - - [08/Jan/2025:21:11:33 +0000] "PUT /api/product/updateProduct?id=52&name=Nothing%20phone%201&regularPrice=40000&discountedPrice=60000&description=%D0%9E%D0%BF%D0%B8%D1%81%D0%B0%D0%BD%D0%B8%D0%B5%20%D1%82%D0%B5%D0%BB%D0%B5%D1%84%D0%BE%D0%BD%D0%B0%20Nothing%20phone%201&categoryId=2 HTTP/1.1" 201 261 "-" "PostmanRuntime/7.43.0" "-"
85.140.119.236 - - [08/Jan/2025:21:11:38 +0000] "GET /api/product HTTP/1.1" 200 1974 "-" "PostmanRuntime/7.43.0" "-"
85.140.119.236 - - [08/Jan/2025:21:11:43 +0000] "GET /api/product/1 HTTP/1.1" 200 488 "-" "PostmanRuntime/7.43.0" "-"
85.140.119.236 - - [08/Jan/2025:21:11:46 +0000] "POST /api/product/createProduct HTTP/1.1" 201 182 "-" "PostmanRuntime/7.43.0" "-"
162.158.103.14 - - [08/Jan/2025:21:15:57 +0000] "GET /wp-admin/setup-config.php HTTP/1.1" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36" "2a06:98c0:3600::103"
162.158.172.225 - - [08/Jan/2025:21:16:41 +0000] "GET /wordpress/wp-admin/setup-config.php HTTP/1.1" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36" "2a06:98c0:3600::103"
172.71.122.92 - - [08/Jan/2025:21:16:47 +0000] "GET /wordpress/wp-admin/setup-config.php HTTP/1.1" 301 169 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36" "2a06:98c0:3600::103"
172.71.122.34 - - [08/Jan/2025:21:16:47 +0000] "GET /wordpress/wp-admin/setup-config.php HTTP/1.1" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36" "2a06:98c0:3600::103"
162.158.94.16 - - [08/Jan/2025:21:16:58 +0000] "GET /wp-admin/setup-config.php HTTP/1.1" 301 169 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36" "2a06:98c0:3600::103"
162.158.94.88 - - [08/Jan/2025:21:16:58 +0000] "GET /wp-admin/setup-config.php HTTP/1.1" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36" "2a06:98c0:3600::103"
198.145.170.213 - - [08/Jan/2025:21:19:16 +0000] "GET / HTTP/1.1" 404 153 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:123.0) Gecko/20100101 Firefox/123.0" "-"
147.45.185.25 - - [08/Jan/2025:21:19:28 +0000] "GET / HTTP/1.1" 404 153 "-" "Mozilla/5.0 (iPad; CPU OS 7_0_3 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Mobile/11B511" "-"
147.45.185.25 - - [08/Jan/2025:21:19:28 +0000] "GET / HTTP/1.1" 301 169 "-" "Mozilla/5.0 (iPad; CPU OS 7_0_3 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Mobile/11B511" "-"
147.45.185.25 - - [08/Jan/2025:21:19:28 +0000] "GET / HTTP/1.1" 404 153 "-" "Mozilla/5.0 (iPad; CPU OS 7_0_3 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Mobile/11B511" "-"
85.140.119.236 - - [08/Jan/2025:21:24:08 +0000] "POST /api/category HTTP/1.1" 404 137 "-" "PostmanRuntime/7.43.0" "-"
85.140.119.236 - - [08/Jan/2025:21:24:12 +0000] "POST /api/category HTTP/1.1" 404 137 "-" "PostmanRuntime/7.43.0" "-"
85.140.119.236 - - [08/Jan/2025:21:24:17 +0000] "GET /api/category/1 HTTP/1.1" 404 141 "-" "PostmanRuntime/7.43.0" "-"
112.171.72.139 - - [08/Jan/2025:21:26:14 +0000] "GET / HTTP/1.0" 301 169 "-" "curl/7.88.1" "-"
193.34.212.75 - - [08/Jan/2025:21:28:01 +0000] "GET / HTTP/1.1" 301 169 "-" "-" "-"
179.43.191.146 - - [08/Jan/2025:21:28:47 +0000] "GET / HTTP/1.1" 301 169 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46" "-"
172.69.151.237 - - [08/Jan/2025:21:35:08 +0000] "GET /wordpress/wp-admin/setup-config.php HTTP/1.1" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36" "2a06:98c0:3600::103"
172.71.148.133 - - [08/Jan/2025:21:35:29 +0000] "GET /wp-admin/setup-config.php HTTP/1.1" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36" "2a06:98c0:3600::103"
172.71.131.73 - - [08/Jan/2025:21:35:53 +0000] "GET /wordpress/wp-admin/setup-config.php HTTP/1.1" 301 169 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36" "2a06:98c0:3600::103"
172.71.131.211 - - [08/Jan/2025:21:35:53 +0000] "GET /wordpress/wp-admin/setup-config.php HTTP/1.1" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36" "2a06:98c0:3600::103"
162.158.102.54 - - [08/Jan/2025:21:36:10 +0000] "GET /wp-admin/setup-config.php HTTP/1.1" 301 169 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36" "2a06:98c0:3600::103"
162.158.103.14 - - [08/Jan/2025:21:36:10 +0000] "GET /wp-admin/setup-config.php HTTP/1.1" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36" "2a06:98c0:3600::103"
85.140.119.236 - - [08/Jan/2025:21:40:32 +0000] "GET /api/category/1 HTTP/1.1" 200 17 "-" "PostmanRuntime/7.43.0" "-"
85.140.119.236 - - [08/Jan/2025:21:40:39 +0000] "POST /api/category HTTP/1.1" 201 158 "-" "PostmanRuntime/7.43.0" "-"
85.140.119.236 - - [08/Jan/2025:21:40:42 +0000] "GET /api/category HTTP/1.1" 200 596 "-" "PostmanRuntime/7.43.0" "-"
92.255.57.58 - - [08/Jan/2025:21:41:25 +0000] "GET /actuator/gateway/routes HTTP/1.1" 301 169 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36" "-"
92.255.57.58 - - [08/Jan/2025:21:41:25 +0000] "GET /actuator/gateway/routes HTTP/1.1" 404 555 "http://83.147.254.92:80/actuator/gateway/routes" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36" "-"
85.140.119.236 - - [08/Jan/2025:21:42:50 +0000] "GET /api/files/product/1 HTTP/1.1" 200 242 "-" "PostmanRuntime/7.43.0" "-"
85.140.119.236 - - [08/Jan/2025:21:42:55 +0000] "POST /api/files/addPhoto HTTP/1.1" 200 83 "-" "PostmanRuntime/7.43.0" "-"
85.140.119.236 - - [08/Jan/2025:21:43:02 +0000] "GET /api/files/product/2 HTTP/1.1" 200 398 "-" "PostmanRuntime/7.43.0" "-"
85.140.23.204 - - [09/Jan/2025:09:35:44 +0000] "POST /api/files/addPhoto HTTP/1.1" 200 83 "-" "PostmanRuntime/7.43.0" "-"
85.140.23.204 - - [09/Jan/2025:09:35:48 +0000] "GET /api/files/70/3d/b3beddb433bfdbe000f5d4222b3f6ea1.jpg HTTP/1.1" 404 153 "-" "PostmanRuntime/7.43.0" "-"
85.140.23.204 - - [09/Jan/2025:09:49:39 +0000] "GET /api/files/70/3d/b3beddb433bfdbe000f5d4222b3f6ea1.jpg HTTP/1.1" 200 104328 "-" "PostmanRuntime/7.43.0" "-"
85.140.23.204 - - [09/Jan/2025:09:50:10 +0000] "OPTIONS /api/caregory HTTP/1.1" 405 559 "http://localhost:5173/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36" "-"
85.140.23.204 - - [09/Jan/2025:09:50:10 +0000] "GET /api/product HTTP/1.1" 200 2298 "http://localhost:5173/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36" "-"
